datestart datestop duration tstart tstop label mag_start mag_stop
2018:337:22:30:00.000 2018:338:10:30:00.000 43200.000 660263469.184 660306669.184 "no action" 0.0 40.0
2018:338:10:30:00.000 2018:338:21:30:00.000 39600.000 660306669.184 660346269.184 "instrument notify" -2.0 0.0
2018:338:21:30:00.000 2018:339:11:30:00.000 50400.000 660346269.184 660396669.184 "no action" 0.0 40.0
2018:339:11:30:00.000 2018:339:21:30:00.000 36000.000 660396669.184 660432669.184 "instrument notify" -2.0 0.0
2018:339:21:30:00.000 2018:340:13:30:00.000 57600.000 660432669.184 660490269.184 "no action" 0.0 40.0
2018:340:13:30:00.000 2018:340:20:30:00.000 25200.000 660490269.184 660515469.184 "instrument notify" -2.0 0.0
2018:340:20:30:00.000 2018:341:15:30:00.000 68400.000 660515469.184 660583869.184 "no action" 0.0 40.0
2018:341:15:30:00.000 2018:341:17:30:00.000 7200.000 660583869.184 660591069.184 "instrument notify" -2.0 0.0
2018:341:17:30:00.000 2020:143:23:30:00.000 45986400.000 660591069.184 706577469.184 "no action" 0.0 40.0
2020:143:23:30:00.000 2020:144:01:30:00.000 7200.000 706577469.184 706584669.184 "instrument notify" -2.0 0.0
2020:144:01:30:00.000 2020:144:23:30:00.000 79200.000 706584669.184 706663869.184 "no action" 0.0 40.0
2020:144:23:30:00.000 2020:145:04:30:00.000 18000.000 706663869.184 706681869.184 "instrument notify" -2.0 0.0
2020:145:04:30:00.000 2020:145:23:30:00.000 68400.000 706681869.184 706750269.184 "no action" 0.0 40.0
2020:145:23:30:00.000 2020:146:07:30:00.000 28800.000 706750269.184 706779069.184 "instrument notify" -2.0 0.0
2020:146:07:30:00.000 2020:146:23:30:00.000 57600.000 706779069.184 706836669.184 "no action" 0.0 40.0
2020:146:23:30:00.000 2020:147:08:30:00.000 32400.000 706836669.184 706869069.184 "instrument notify" -2.0 0.0
2020:147:08:30:00.000 2020:147:22:30:00.000 50400.000 706869069.184 706919469.184 "no action" 0.0 40.0
2020:147:22:30:00.000 2020:148:11:30:00.000 46800.000 706919469.184 706966269.184 "instrument notify" -2.0 0.0
2020:148:11:30:00.000 2020:148:22:30:00.000 39600.000 706966269.184 707005869.184 "no action" 0.0 40.0
2020:148:22:30:00.000 2020:149:13:30:00.000 54000.000 707005869.184 707059869.184 "instrument notify" -2.0 0.0
2020:149:13:30:00.000 2020:149:17:30:00.000 14400.000 707059869.184 707074269.184 "no action" 0.0 40.0
2020:149:17:30:00.000 2020:149:19:30:00.000 7200.000 707074269.184 707081469.184 "instrument notify" -2.0 0.0
2020:149:19:30:00.000 2020:149:21:30:00.000 7200.000 707081469.184 707088669.184 "no action" 0.0 40.0
2020:149:21:30:00.000 2020:150:14:30:00.000 61200.000 707088669.184 707149869.184 "instrument notify" -2.0 0.0
2020:150:14:30:00.000 2020:150:15:30:00.000 3600.000 707149869.184 707153469.184 "no action" 0.0 40.0
2020:150:15:30:00.000 2020:252:21:30:00.000 8834400.000 707153469.184 715987869.184 "instrument notify" -2.0 0.0
2020:252:21:30:00.000 2020:253:00:30:00.000 10800.000 715987869.184 715998669.184 "partial mitigation" -2.9 -2.0
2020:253:00:30:00.000 2020:253:20:30:00.000 72000.000 715998669.184 716070669.184 "instrument notify" -2.0 0.0
2020:253:20:30:00.000 2020:254:05:30:00.000 32400.000 716070669.184 716103069.184 "partial mitigation" -2.9 -2.0
2020:254:05:30:00.000 2020:254:19:30:00.000 50400.000 716103069.184 716153469.184 "instrument notify" -2.0 0.0
2020:254:19:30:00.000 2020:255:09:30:00.000 50400.000 716153469.184 716203869.184 "partial mitigation" -2.9 -2.0
2020:255:09:30:00.000 2020:255:13:30:00.000 14400.000 716203869.184 716218269.184 "instrument notify" -2.0 0.0
2020:255:13:30:00.000 2020:255:15:30:00.000 7200.000 716218269.184 716225469.184 "partial mitigation" -2.9 -2.0
2020:255:15:30:00.000 2020:255:18:30:00.000 10800.000 716225469.184 716236269.184 "instrument notify" -2.0 0.0
2020:255:18:30:00.000 2020:308:01:30:00.000 4518000.000 716236269.184 720754269.184 "partial mitigation" -2.9 -2.0
2020:308:01:30:00.000 2020:308:02:30:00.000 3600.000 720754269.184 720757869.184 "instrument notify" -2.0 0.0
2020:308:02:30:00.000 2020:308:17:30:00.000 54000.000 720757869.184 720811869.184 "partial mitigation" -2.9 -2.0
2020:308:17:30:00.000 2020:309:06:30:00.000 46800.000 720811869.184 720858669.184 "instrument notify" -2.0 0.0
2020:309:06:30:00.000 2020:309:15:30:00.000 32400.000 720858669.184 720891069.184 "partial mitigation" -2.9 -2.0
2020:309:15:30:00.000 2020:310:09:30:00.000 64800.000 720891069.184 720955869.184 "instrument notify" -2.0 0.0
2020:310:09:30:00.000 2020:310:10:30:00.000 3600.000 720955869.184 720959469.184 "partial mitigation" -2.9 -2.0
2020:310:10:30:00.000 2021:011:14:30:00.000 5803200.000 720959469.184 726762669.184 "instrument notify" -2.0 0.0
2021:011:14:30:00.000 2021:011:18:30:00.000 14400.000 726762669.184 726777069.184 "no action" 0.0 40.0
2021:011:18:30:00.000 2021:011:20:30:00.000 7200.000 726777069.184 726784269.184 "instrument notify" -2.0 0.0
2021:011:20:30:00.000 2021:011:23:30:00.000 10800.000 726784269.184 726795069.184 "no action" 0.0 40.0
2021:011:23:30:00.000 2021:012:13:30:00.000 50400.000 726795069.184 726845469.184 "instrument notify" -2.0 0.0
2021:012:13:30:00.000 2021:013:02:30:00.000 46800.000 726845469.184 726892269.184 "no action" 0.0 40.0
2021:013:02:30:00.000 2021:013:12:30:00.000 36000.000 726892269.184 726928269.184 "instrument notify" -2.0 0.0
2021:013:12:30:00.000 2021:014:04:30:00.000 57600.000 726928269.184 726985869.184 "no action" 0.0 40.0
2021:014:04:30:00.000 2021:014:10:30:00.000 21600.000 726985869.184 727007469.184 "instrument notify" -2.0 0.0
2021:014:10:30:00.000 2021:015:06:30:00.000 72000.000 727007469.184 727079469.184 "no action" 0.0 40.0
2021:015:06:30:00.000 2021:015:07:30:00.000 3600.000 727079469.184 727083069.184 "instrument notify" -2.0 0.0
2021:015:07:30:00.000 2022:226:19:30:00.000 49809600.000 727083069.184 776892669.184 "no action" 0.0 40.0
2022:226:19:30:00.000 2022:226:20:30:00.000 3600.000 776892669.184 776896269.184 "instrument notify" -2.0 0.0
2022:226:20:30:00.000 2022:227:19:30:00.000 82800.000 776896269.184 776979069.184 "no action" 0.0 40.0
2022:227:19:30:00.000 2022:227:21:30:00.000 7200.000 776979069.184 776986269.184 "instrument notify" -2.0 0.0
2022:227:21:30:00.000 2022:228:20:30:00.000 82800.000 776986269.184 777069069.184 "no action" 0.0 40.0
2022:228:20:30:00.000 2022:228:22:30:00.000 7200.000 777069069.184 777076269.184 "instrument notify" -2.0 0.0
2022:228:22:30:00.000 2022:229:20:30:00.000 79200.000 777076269.184 777155469.184 "no action" 0.0 40.0
2022:229:20:30:00.000 2022:229:23:30:00.000 10800.000 777155469.184 777166269.184 "instrument notify" -2.0 0.0
2022:229:23:30:00.000 2022:230:20:30:00.000 75600.000 777166269.184 777241869.184 "no action" 0.0 40.0
2022:230:20:30:00.000 2022:231:02:30:00.000 21600.000 777241869.184 777263469.184 "instrument notify" -2.0 0.0
2022:231:02:30:00.000 2022:231:21:30:00.000 68400.000 777263469.184 777331869.184 "no action" 0.0 40.0
2022:231:21:30:00.000 2022:232:03:30:00.000 21600.000 777331869.184 777353469.184 "instrument notify" -2.0 0.0
2022:232:03:30:00.000 2022:232:04:30:00.000 3600.000 777353469.184 777357069.184 "no action" 0.0 40.0
2022:232:04:30:00.000 2022:232:05:30:00.000 3600.000 777357069.184 777360669.184 "instrument notify" -2.0 0.0
2022:232:05:30:00.000 2022:232:21:30:00.000 57600.000 777360669.184 777418269.184 "no action" 0.0 40.0
2022:232:21:30:00.000 2022:233:04:30:00.000 25200.000 777418269.184 777443469.184 "instrument notify" -2.0 0.0
2022:233:04:30:00.000 2022:233:05:30:00.000 3600.000 777443469.184 777447069.184 "no action" 0.0 40.0
2022:233:05:30:00.000 2022:233:06:30:00.000 3600.000 777447069.184 777450669.184 "instrument notify" -2.0 0.0
2022:233:06:30:00.000 2022:233:22:30:00.000 57600.000 777450669.184 777508269.184 "no action" 0.0 40.0
2022:233:22:30:00.000 2022:234:06:30:00.000 28800.000 777508269.184 777537069.184 "instrument notify" -2.0 0.0
2022:234:06:30:00.000 2022:234:22:30:00.000 57600.000 777537069.184 777594669.184 "no action" 0.0 40.0
2022:234:22:30:00.000 2022:235:07:30:00.000 32400.000 777594669.184 777627069.184 "instrument notify" -2.0 0.0
2022:235:07:30:00.000 2022:235:22:30:00.000 54000.000 777627069.184 777681069.184 "no action" 0.0 40.0
2022:235:22:30:00.000 2022:236:08:30:00.000 36000.000 777681069.184 777717069.184 "instrument notify" -2.0 0.0
2022:236:08:30:00.000 2022:236:22:30:00.000 50400.000 777717069.184 777767469.184 "no action" 0.0 40.0
2022:236:22:30:00.000 2022:237:10:30:00.000 43200.000 777767469.184 777810669.184 "instrument notify" -2.0 0.0
2022:237:10:30:00.000 2022:237:21:30:00.000 39600.000 777810669.184 777850269.184 "no action" 0.0 40.0
2022:237:21:30:00.000 2022:238:12:30:00.000 54000.000 777850269.184 777904269.184 "instrument notify" -2.0 0.0
2022:238:12:30:00.000 2022:238:14:30:00.000 7200.000 777904269.184 777911469.184 "no action" 0.0 40.0
2022:238:14:30:00.000 2022:238:15:30:00.000 3600.000 777911469.184 777915069.184 "instrument notify" -2.0 0.0
2022:238:15:30:00.000 2022:238:17:30:00.000 7200.000 777915069.184 777922269.184 "no action" 0.0 40.0
2022:238:17:30:00.000 2022:238:19:30:00.000 7200.000 777922269.184 777929469.184 "instrument notify" -2.0 0.0
2022:238:19:30:00.000 2022:238:21:30:00.000 7200.000 777929469.184 777936669.184 "no action" 0.0 40.0
2022:238:21:30:00.000 2022:239:16:30:00.000 68400.000 777936669.184 778005069.184 "instrument notify" -2.0 0.0
2022:239:16:30:00.000 2022:239:17:30:00.000 3600.000 778005069.184 778008669.184 "no action" 0.0 40.0
2022:239:17:30:00.000 2022:339:18:30:00.000 8643600.000 778008669.184 786652269.184 "instrument notify" -2.0 0.0
2022:339:18:30:00.000 2022:339:20:30:00.000 7200.000 786652269.184 786659469.184 "partial mitigation" -2.9 -2.0
2022:339:20:30:00.000 2022:340:18:30:00.000 79200.000 786659469.184 786738669.184 "instrument notify" -2.0 0.0
2022:340:18:30:00.000 2022:340:21:30:00.000 10800.000 786738669.184 786749469.184 "partial mitigation" -2.9 -2.0
2022:340:21:30:00.000 2022:341:19:30:00.000 79200.000 786749469.184 786828669.184 "instrument notify" -2.0 0.0
2022:341:19:30:00.000 2022:341:22:30:00.000 10800.000 786828669.184 786839469.184 "partial mitigation" -2.9 -2.0
2022:341:22:30:00.000 2022:342:20:30:00.000 79200.000 786839469.184 786918669.184 "instrument notify" -2.0 0.0
2022:342:20:30:00.000 2022:342:22:30:00.000 7200.000 786918669.184 786925869.184 "partial mitigation" -2.9 -2.0
2022:342:22:30:00.000 2023:040:22:30:00.000 5443200.000 786925869.184 792369069.184 "instrument notify" -2.0 0.0
2023:040:22:30:00.000 2023:040:23:30:00.000 3600.000 792369069.184 792372669.184 "no action" 0.0 40.0
2023:040:23:30:00.000 2023:041:00:30:00.000 3600.000 792372669.184 792376269.184 "instrument notify" -2.0 0.0
2023:041:00:30:00.000 2023:041:01:30:00.000 3600.000 792376269.184 792379869.184 "no action" 0.0 40.0
2023:041:01:30:00.000 2023:041:04:30:00.000 10800.000 792379869.184 792390669.184 "instrument notify" -2.0 0.0
2023:041:04:30:00.000 2023:041:06:30:00.000 7200.000 792390669.184 792397869.184 "no action" 0.0 40.0
2023:041:06:30:00.000 2023:041:21:30:00.000 54000.000 792397869.184 792451869.184 "instrument notify" -2.0 0.0
2023:041:21:30:00.000 2023:042:09:30:00.000 43200.000 792451869.184 792495069.184 "no action" 0.0 40.0
2023:042:09:30:00.000 2023:042:19:30:00.000 36000.000 792495069.184 792531069.184 "instrument notify" -2.0 0.0
2023:042:19:30:00.000 2023:043:11:30:00.000 57600.000 792531069.184 792588669.184 "no action" 0.0 40.0
2023:043:11:30:00.000 2023:043:18:30:00.000 25200.000 792588669.184 792613869.184 "instrument notify" -2.0 0.0
2023:043:18:30:00.000 2023:043:19:30:00.000 3600.000 792613869.184 792617469.184 "no action" 0.0 40.0
2023:043:19:30:00.000 2023:043:20:30:00.000 3600.000 792617469.184 792621069.184 "instrument notify" -2.0 0.0
2023:043:20:30:00.000 2023:044:13:30:00.000 61200.000 792621069.184 792682269.184 "no action" 0.0 40.0
2023:044:13:30:00.000 2023:044:15:30:00.000 7200.000 792682269.184 792689469.184 "instrument notify" -2.0 0.0
2023:044:15:30:00.000 2024:306:10:30:00.000 54154800.000 792689469.184 846844269.184 "no action" 0.0 40.0
2024:306:10:30:00.000 2024:306:13:30:00.000 10800.000 846844269.184 846855069.184 "instrument notify" -2.0 0.0
2024:306:13:30:00.000 2024:307:10:30:00.000 75600.000 846855069.184 846930669.184 "no action" 0.0 40.0
2024:307:10:30:00.000 2024:307:18:30:00.000 28800.000 846930669.184 846959469.184 "instrument notify" -2.0 0.0
2024:307:18:30:00.000 2024:308:09:30:00.000 54000.000 846959469.184 847013469.184 "no action" 0.0 40.0
2024:308:09:30:00.000 2024:308:19:30:00.000 36000.000 847013469.184 847049469.184 "instrument notify" -2.0 0.0
2024:308:19:30:00.000 2024:309:09:30:00.000 50400.000 847049469.184 847099869.184 "no action" 0.0 40.0
2024:309:09:30:00.000 2024:309:21:30:00.000 43200.000 847099869.184 847143069.184 "instrument notify" -2.0 0.0
2024:309:21:30:00.000 2024:310:08:30:00.000 39600.000 847143069.184 847182669.184 "no action" 0.0 40.0
2024:310:08:30:00.000 2024:311:00:30:00.000 57600.000 847182669.184 847240269.184 "instrument notify" -2.0 0.0
2024:311:00:30:00.000 2024:311:01:30:00.000 3600.000 847240269.184 847243869.184 "no action" 0.0 40.0
2024:311:01:30:00.000 2024:311:02:30:00.000 3600.000 847243869.184 847247469.184 "instrument notify" -2.0 0.0
2024:311:02:30:00.000 2024:311:04:30:00.000 7200.000 847247469.184 847254669.184 "no action" 0.0 40.0
2024:311:04:30:00.000 2024:311:07:30:00.000 10800.000 847254669.184 847265469.184 "instrument notify" -2.0 0.0
2024:311:07:30:00.000 2024:311:08:30:00.000 3600.000 847265469.184 847269069.184 "no action" 0.0 40.0
2024:311:08:30:00.000 2025:070:05:30:00.000 10789200.000 847269069.184 858058269.184 "instrument notify" -2.0 0.0
2025:070:05:30:00.000 2025:070:06:30:00.000 3600.000 858058269.184 858061869.184 "no action" 0.0 40.0
2025:070:06:30:00.000 2025:070:08:30:00.000 7200.000 858061869.184 858069069.184 "instrument notify" -2.0 0.0
2025:070:08:30:00.000 2025:070:09:30:00.000 3600.000 858069069.184 858072669.184 "no action" 0.0 40.0
2025:070:09:30:00.000 2025:070:11:30:00.000 7200.000 858072669.184 858079869.184 "instrument notify" -2.0 0.0
2025:070:11:30:00.000 2025:070:14:30:00.000 10800.000 858079869.184 858090669.184 "no action" 0.0 40.0
2025:070:14:30:00.000 2025:071:04:30:00.000 50400.000 858090669.184 858141069.184 "instrument notify" -2.0 0.0
2025:071:04:30:00.000 2025:071:17:30:00.000 46800.000 858141069.184 858187869.184 "no action" 0.0 40.0
2025:071:17:30:00.000 2025:072:03:30:00.000 36000.000 858187869.184 858223869.184 "instrument notify" -2.0 0.0
2025:072:03:30:00.000 2025:072:19:30:00.000 57600.000 858223869.184 858281469.184 "no action" 0.0 40.0
2025:072:19:30:00.000 2025:073:02:30:00.000 25200.000 858281469.184 858306669.184 "instrument notify" -2.0 0.0
2025:073:02:30:00.000 2025:073:21:30:00.000 68400.000 858306669.184 858375069.184 "no action" 0.0 40.0
2025:073:21:30:00.000 2025:073:23:30:00.000 7200.000 858375069.184 858382269.184 "instrument notify" -2.0 0.0
2025:073:23:30:00.000 2026:356:08:30:00.000 55933200.000 858382269.184 914315469.184 "no action" 0.0 40.0
2026:356:08:30:00.000 2026:356:09:30:00.000 3600.000 914315469.184 914319069.184 "instrument notify" -2.0 0.0
2026:356:09:30:00.000 2026:357:07:30:00.000 79200.000 914319069.184 914398269.184 "no action" 0.0 40.0
2026:357:07:30:00.000 2026:357:13:30:00.000 21600.000 914398269.184 914419869.184 "instrument notify" -2.0 0.0
2026:357:13:30:00.000 2026:357:14:30:00.000 3600.000 914419869.184 914423469.184 "no action" 0.0 40.0
2026:357:14:30:00.000 2026:357:15:30:00.000 3600.000 914423469.184 914427069.184 "instrument notify" -2.0 0.0
2026:357:15:30:00.000 2026:358:07:30:00.000 57600.000 914427069.184 914484669.184 "no action" 0.0 40.0
2026:358:07:30:00.000 2026:358:16:30:00.000 32400.000 914484669.184 914517069.184 "instrument notify" -2.0 0.0
2026:358:16:30:00.000 2026:359:06:30:00.000 50400.000 914517069.184 914567469.184 "no action" 0.0 40.0
2026:359:06:30:00.000 2026:359:18:30:00.000 43200.000 914567469.184 914610669.184 "instrument notify" -2.0 0.0
2026:359:18:30:00.000 2026:360:00:30:00.000 21600.000 914610669.184 914632269.184 "no action" 0.0 40.0
2026:360:00:30:00.000 2026:360:01:30:00.000 3600.000 914632269.184 914635869.184 "instrument notify" -2.0 0.0
2026:360:01:30:00.000 2026:360:05:30:00.000 14400.000 914635869.184 914650269.184 "no action" 0.0 40.0
2026:360:05:30:00.000 2026:360:21:30:00.000 57600.000 914650269.184 914707869.184 "instrument notify" -2.0 0.0
2026:360:21:30:00.000 2026:360:22:30:00.000 3600.000 914707869.184 914711469.184 "no action" 0.0 40.0
2026:360:22:30:00.000 2027:106:17:30:00.000 9572400.000 914711469.184 924283869.184 "instrument notify" -2.0 0.0
2027:106:17:30:00.000 2027:106:18:30:00.000 3600.000 924283869.184 924287469.184 "no action" 0.0 40.0
2027:106:18:30:00.000 2027:106:20:30:00.000 7200.000 924287469.184 924294669.184 "instrument notify" -2.0 0.0
2027:106:20:30:00.000 2027:106:21:30:00.000 3600.000 924294669.184 924298269.184 "no action" 0.0 40.0
2027:106:21:30:00.000 2027:106:23:30:00.000 7200.000 924298269.184 924305469.184 "instrument notify" -2.0 0.0
2027:106:23:30:00.000 2027:107:01:30:00.000 7200.000 924305469.184 924312669.184 "no action" 0.0 40.0
2027:107:01:30:00.000 2027:107:16:30:00.000 54000.000 924312669.184 924366669.184 "instrument notify" -2.0 0.0
2027:107:16:30:00.000 2027:108:04:30:00.000 43200.000 924366669.184 924409869.184 "no action" 0.0 40.0
2027:108:04:30:00.000 2027:108:15:30:00.000 39600.000 924409869.184 924449469.184 "instrument notify" -2.0 0.0
2027:108:15:30:00.000 2027:109:06:30:00.000 54000.000 924449469.184 924503469.184 "no action" 0.0 40.0
2027:109:06:30:00.000 2027:109:15:30:00.000 32400.000 924503469.184 924535869.184 "instrument notify" -2.0 0.0
2027:109:15:30:00.000 2027:110:08:30:00.000 61200.000 924535869.184 924597069.184 "no action" 0.0 40.0
2027:110:08:30:00.000 2027:110:13:30:00.000 18000.000 924597069.184 924615069.184 "instrument notify" -2.0 0.0
2027:110:13:30:00.000 2027:111:10:30:00.000 75600.000 924615069.184 924690669.184 "no action" 0.0 40.0
2027:111:10:30:00.000 2027:111:11:30:00.000 3600.000 924690669.184 924694269.184 "instrument notify" -2.0 0.0
2027:111:11:30:00.000 2029:026:19:30:00.000 55843200.000 924694269.184 980537469.184 "no action" 0.0 40.0
2029:026:19:30:00.000 2029:026:21:30:00.000 7200.000 980537469.184 980544669.184 "instrument notify" -2.0 0.0
2029:026:21:30:00.000 2029:027:19:30:00.000 79200.000 980544669.184 980623869.184 "no action" 0.0 40.0
2029:027:19:30:00.000 2029:028:01:30:00.000 21600.000 980623869.184 980645469.184 "instrument notify" -2.0 0.0
2029:028:01:30:00.000 2029:028:02:30:00.000 3600.000 980645469.184 980649069.184 "no action" 0.0 40.0
2029:028:02:30:00.000 2029:028:03:30:00.000 3600.000 980649069.184 980652669.184 "instrument notify" -2.0 0.0
2029:028:03:30:00.000 2029:028:18:30:00.000 54000.000 980652669.184 980706669.184 "no action" 0.0 40.0
2029:028:18:30:00.000 2029:029:04:30:00.000 36000.000 980706669.184 980742669.184 "instrument notify" -2.0 0.0
2029:029:04:30:00.000 2029:029:17:30:00.000 46800.000 980742669.184 980789469.184 "no action" 0.0 40.0
2029:029:17:30:00.000 2029:030:07:30:00.000 50400.000 980789469.184 980839869.184 "instrument notify" -2.0 0.0
2029:030:07:30:00.000 2029:030:12:30:00.000 18000.000 980839869.184 980857869.184 "no action" 0.0 40.0
2029:030:12:30:00.000 2029:030:14:30:00.000 7200.000 980857869.184 980865069.184 "instrument notify" -2.0 0.0
2029:030:14:30:00.000 2029:030:16:30:00.000 7200.000 980865069.184 980872269.184 "no action" 0.0 40.0
2029:030:16:30:00.000 2029:154:13:30:00.000 10702800.000 980872269.184 991575069.184 "instrument notify" -2.0 0.0
2029:154:13:30:00.000 2029:154:14:30:00.000 3600.000 991575069.184 991578669.184 "no action" 0.0 40.0
2029:154:14:30:00.000 2029:154:15:30:00.000 3600.000 991578669.184 991582269.184 "instrument notify" -2.0 0.0
2029:154:15:30:00.000 2029:154:17:30:00.000 7200.000 991582269.184 991589469.184 "no action" 0.0 40.0
2029:154:17:30:00.000 2029:154:19:30:00.000 7200.000 991589469.184 991596669.184 "instrument notify" -2.0 0.0
2029:154:19:30:00.000 2029:154:21:30:00.000 7200.000 991596669.184 991603869.184 "no action" 0.0 40.0
2029:154:21:30:00.000 2029:155:12:30:00.000 54000.000 991603869.184 991657869.184 "instrument notify" -2.0 0.0
2029:155:12:30:00.000 2029:156:00:30:00.000 43200.000 991657869.184 991701069.184 "no action" 0.0 40.0
2029:156:00:30:00.000 2029:156:11:30:00.000 39600.000 991701069.184 991740669.184 "instrument notify" -2.0 0.0
2029:156:11:30:00.000 2029:157:01:30:00.000 50400.000 991740669.184 991791069.184 "no action" 0.0 40.0
2029:157:01:30:00.000 2029:157:11:30:00.000 36000.000 991791069.184 991827069.184 "instrument notify" -2.0 0.0
2029:157:11:30:00.000 2029:158:03:30:00.000 57600.000 991827069.184 991884669.184 "no action" 0.0 40.0
2029:158:03:30:00.000 2029:158:10:30:00.000 25200.000 991884669.184 991909869.184 "instrument notify" -2.0 0.0
2029:158:10:30:00.000 2029:159:05:30:00.000 68400.000 991909869.184 991978269.184 "no action" 0.0 40.0
2029:159:05:30:00.000 2029:159:07:30:00.000 7200.000 991978269.184 991985469.184 "instrument notify" -2.0 0.0
2029:159:07:30:00.000 2031:057:04:30:00.000 54248400.000 991985469.184 1046233869.184 "no action" 0.0 40.0
2031:057:04:30:00.000 2031:057:05:30:00.000 3600.000 1046233869.184 1046237469.184 "instrument notify" -2.0 0.0
2031:057:05:30:00.000 2031:058:03:30:00.000 79200.000 1046237469.184 1046316669.184 "no action" 0.0 40.0
2031:058:03:30:00.000 2031:058:09:30:00.000 21600.000 1046316669.184 1046338269.184 "instrument notify" -2.0 0.0
2031:058:09:30:00.000 2031:058:10:30:00.000 3600.000 1046338269.184 1046341869.184 "no action" 0.0 40.0
2031:058:10:30:00.000 2031:058:11:30:00.000 3600.000 1046341869.184 1046345469.184 "instrument notify" -2.0 0.0
2031:058:11:30:00.000 2031:059:02:30:00.000 54000.000 1046345469.184 1046399469.184 "no action" 0.0 40.0
2031:059:02:30:00.000 2031:059:12:30:00.000 36000.000 1046399469.184 1046435469.184 "instrument notify" -2.0 0.0
2031:059:12:30:00.000 2031:060:01:30:00.000 46800.000 1046435469.184 1046482269.184 "no action" 0.0 40.0
2031:060:01:30:00.000 2031:060:16:30:00.000 54000.000 1046482269.184 1046536269.184 "instrument notify" -2.0 0.0
2031:060:16:30:00.000 2031:060:17:30:00.000 3600.000 1046536269.184 1046539869.184 "no action" 0.0 40.0
2031:060:17:30:00.000 2031:060:18:30:00.000 3600.000 1046539869.184 1046543469.184 "instrument notify" -2.0 0.0
2031:060:18:30:00.000 2031:060:20:30:00.000 7200.000 1046543469.184 1046550669.184 "no action" 0.0 40.0
2031:060:20:30:00.000 2031:060:23:30:00.000 10800.000 1046550669.184 1046561469.184 "instrument notify" -2.0 0.0
2031:060:23:30:00.000 2031:061:00:30:00.000 3600.000 1046561469.184 1046565069.184 "no action" 0.0 40.0
2031:061:00:30:00.000 2031:233:04:30:00.000 14875200.000 1046565069.184 1061440269.184 "instrument notify" -2.0 0.0
2031:233:04:30:00.000 2031:233:05:30:00.000 3600.000 1061440269.184 1061443869.184 "no action" 0.0 40.0
2031:233:05:30:00.000 2031:233:07:30:00.000 7200.000 1061443869.184 1061451069.184 "instrument notify" -2.0 0.0
2031:233:07:30:00.000 2031:233:08:30:00.000 3600.000 1061451069.184 1061454669.184 "no action" 0.0 40.0
2031:233:08:30:00.000 2031:233:10:30:00.000 7200.000 1061454669.184 1061461869.184 "instrument notify" -2.0 0.0
2031:233:10:30:00.000 2031:233:12:30:00.000 7200.000 1061461869.184 1061469069.184 "no action" 0.0 40.0
2031:233:12:30:00.000 2031:234:04:30:00.000 57600.000 1061469069.184 1061526669.184 "instrument notify" -2.0 0.0
2031:234:04:30:00.000 2031:234:06:30:00.000 7200.000 1061526669.184 1061533869.184 "no action" 0.0 40.0
2031:234:06:30:00.000 2031:234:07:30:00.000 3600.000 1061533869.184 1061537469.184 "instrument notify" -2.0 0.0
2031:234:07:30:00.000 2031:234:09:30:00.000 7200.000 1061537469.184 1061544669.184 "no action" 0.0 40.0
2031:234:09:30:00.000 2031:234:10:30:00.000 3600.000 1061544669.184 1061548269.184 "instrument notify" -2.0 0.0
2031:234:10:30:00.000 2031:234:13:30:00.000 10800.000 1061548269.184 1061559069.184 "no action" 0.0 40.0
2031:234:13:30:00.000 2031:235:04:30:00.000 54000.000 1061559069.184 1061613069.184 "instrument notify" -2.0 0.0
2031:235:04:30:00.000 2031:235:15:30:00.000 39600.000 1061613069.184 1061652669.184 "no action" 0.0 40.0
2031:235:15:30:00.000 2031:236:04:30:00.000 46800.000 1061652669.184 1061699469.184 "instrument notify" -2.0 0.0
2031:236:04:30:00.000 2031:236:17:30:00.000 46800.000 1061699469.184 1061746269.184 "no action" 0.0 40.0
2031:236:17:30:00.000 2031:237:03:30:00.000 36000.000 1061746269.184 1061782269.184 "instrument notify" -2.0 0.0
2031:237:03:30:00.000 2031:237:18:30:00.000 54000.000 1061782269.184 1061836269.184 "no action" 0.0 40.0
2031:237:18:30:00.000 2031:238:04:30:00.000 36000.000 1061836269.184 1061872269.184 "instrument notify" -2.0 0.0
2031:238:04:30:00.000 2031:238:20:30:00.000 57600.000 1061872269.184 1061929869.184 "no action" 0.0 40.0
2031:238:20:30:00.000 2031:239:04:30:00.000 28800.000 1061929869.184 1061958669.184 "instrument notify" -2.0 0.0
2031:239:04:30:00.000 2031:239:21:30:00.000 61200.000 1061958669.184 1062019869.184 "no action" 0.0 40.0
2031:239:21:30:00.000 2031:240:03:30:00.000 21600.000 1062019869.184 1062041469.184 "instrument notify" -2.0 0.0
2031:240:03:30:00.000 2031:240:22:30:00.000 68400.000 1062041469.184 1062109869.184 "no action" 0.0 40.0
2031:240:22:30:00.000 2031:241:01:30:00.000 10800.000 1062109869.184 1062120669.184 "instrument notify" -2.0 0.0
2031:241:01:30:00.000 2031:241:23:30:00.000 79200.000 1062120669.184 1062199869.184 "no action" 0.0 40.0
2031:241:23:30:00.000 2031:242:01:30:00.000 7200.000 1062199869.184 1062207069.184 "instrument notify" -2.0 0.0
2031:242:01:30:00.000 2033:088:13:30:00.000 49896000.000 1062207069.184 1112103069.184 "no action" 0.0 40.0
2033:088:13:30:00.000 2033:088:15:30:00.000 7200.000 1112103069.184 1112110269.184 "instrument notify" -2.0 0.0
